Index,Requirement,Ground Truth,Response,Equivalent
10028,"Make sure that (prop_1) is always true, and in this case, (prop_2) and (prop_3) should also be true .",G prop_1 -> (prop_2 & prop_3),G(prop_1 & prop_2 & prop_3),False
10029,when possible ( prop_1 ) or forever ( prop_2 ),F(prop_1 | G prop_2),F(prop_1) | G(prop_2),False
10030,"First go to street 5, then proceed to building 2 and stay there",F(street_5 & F(building_2 & G building_2)),F(street_5 & F G building_2),True
10031,"when when possible ( prop_1 ) , ( prop_2 )",F prop_1 -> prop_2,G(prop_1 -> prop_2),False
10032,always ( prop_1 ) or forever ( prop_2 ),G(prop_1 | G prop_2),G(prop_1) | G(prop_2),False
10033,"It is required that at a certain point the scenario in which ( prop_2 ) is equivalent to the scenario in which ( prop_1 ) happens , and only then ( prop_3 ) .",F(prop_1 <-> prop_2) -> prop_3,F((prop_2 <-> prop_1) U prop_3),False
10034,"Whenever communicate the safe_hostile holds, eventually go_home will hold.",G(communicate_safe_hostile -> F go_home),G(communicate_safe_hostile -> F go_home),True
10035,"If (prop_3), (prop_1) until (prop_2).",prop_3 -> (prop_1 U prop_2),prop_3 -> (prop_1 U prop_2),True
10036,If ( prop_1 ) then all of the following conditions hold : ( prop_2 ) .,G(prop_1 -> prop_2),prop_1 -> G prop_2,False
10037,"In the event that ( prop_3 ) , and ( prop_2 ) then all of the following conditions hold : in the future before the end of the simulation consecutively ( prop_1 ) .",G((prop_2 & prop_3) -> G prop_1),(prop_3 & prop_2) -> F prop_1,False
10038,The scenario in which (prop_3) happens and continues until (prop_1) is equivalent to the scenario in which (prop_2) does not happen .,!prop_2 <-> (prop_3 U prop_1),(prop_3 U prop_1) <-> !prop_2,True
10039,"When the event that ( prop_2 ) is detected , then at the same moment ( prop_1 ) or ( prop_3 ) .",G(prop_2 -> (prop_1 | prop_3)),G(prop_2 -> (prop_1 | prop_3)),True
10040,"if when possible scoop_up pear , whenever pick_up peach",F scoop_up_pear -> F pick_up_peach,F(scoop_up_pear) -> G(pick_up_peach),False
10041,"At any time (prop_2) or (prop_3), and make sure (prop_1) always holds .",(prop_2 | prop_3) & G prop_1,G(prop_2 | prop_3) & G(prop_1),False
10042,Request assistance and search the carrot will each happen at some point.,F get_help & F search_carrot,(F get_help) & (F search_carrot),True
10043,"If (prop_2) is not true, then wait until (prop_3) and (prop_1) both happen .",!prop_2 U (prop_1 & prop_3),!prop_2 -> (! (prop_1 & prop_3) U (prop_1 & prop_3)),False
10044,"In the case the event that ( prop_2 ) gets detected , or ( prop_1 ) , then all of the following conditions are true : ( prop_4 ) or ( prop_3 ) .",G((prop_1 | prop_2) -> (prop_3 | prop_4)),(prop_2 | prop_1) -> (prop_4 | prop_3),False
10045,"If it is globally the case that ( prop_3 ) if and only if ( prop_1 ) then ( prop_2 ) should be true , and vice versa .",prop_2 <-> G(prop_1 <-> prop_3),(G (prop_3 <-> prop_1)) <-> prop_2,True
10046,move to blue_room but don t go through the red_room,F blue_room & G!red_room,F(blue_room) & G(!red_room),True
10047,never ( prop_1 ) or at any time ( prop_2 ),G(!prop_1 | F prop_2),!F(prop_1) | GF(prop_2),False
10048,Continuously transport box_2 from store_4 to hall_8,GF(store_4 & F(p_box_2 & F(hall_8 & pd))),G(p_box_2 & store_4 & hall_8),False
10049,when possible get_near flag or repeatedly grab tree,F get_near_flag | GF grab_tree,G(get_near_flag | GF grab_tree),False
10050,This controller must Please change light_east yellow and then get_help.,change_light_east_yellow U get_help,F(change_light_east_yellow & F get_help),False
10051,never ( prop_1 ) and at any time ( prop_2 ),G(!prop_1 & F prop_2),G(!prop_1) & G(prop_2),False
10053,This controller must always avoid standing by.,G!idle,G(!idle),True
10054,repeatedly ( prop_1 ) and whenever ( prop_2 ),G(F prop_1 & F prop_2),GF prop_1 & G(prop_2 -> prop_1),False
10055,"If (prop_1) doesn't happen, then make sure (prop_2) and (prop_3) are equivalent .",!prop_1 -> (prop_2 <-> prop_3),!prop_1 -> (prop_2 <-> prop_3),True
10056,"Do not enter intersection 8 before arriving at street 3, while ensuring you eventually go to locality 5",(!intersection_8 U street_3) & F locality_5,(!intersection_8 U street_3) & F locality_5,True
10057,"Whenever the event that ( prop_1 ) is detected , then in response eventually ( prop_2 ) , and till then ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3)),G(prop_1 -> (prop_3 U prop_2)),False
10058,"Either pickup the baseball_glove happens infinitely often, or idle happensing in the next step.",GF pickup_baseball_glove | X idle,GF pickup_baseball_glove | X idle,True
10059,"Until (prop_2) is equivalent to (prop_3), if (prop_1) happens then (prop_4) should also happen .",(prop_2 -> prop_3) U (prop_1 <-> prop_4),(prop_2 U (prop_2 <-> prop_3)) & (G(prop_1 -> prop_4)),False
10060,Periodically visit charger 2 and repeatedly move plate 4 from table 2 to table 4,GF charger_2 & GF(table_2 & F(p_plate_4 & F(pd & table_4))),GF(charger_2) & GF(p_plate_4 & table_2 & X(F(p_plate_4 & table_4))),False
10061,"If (prop_1) then (prop_2), then not (prop_3) .",(prop_1 -> prop_2) -> !prop_3,(prop_1 -> (prop_2 -> !prop_3)),False
10062,"It is always the case that when ( prop_3 ) , and ( prop_4 ) , then all of the following conditions hold : right away ( prop_1 ) or simultaneously the event that ( prop_2 ) should be detected .",G((prop_3 & prop_4) -> (prop_1 | prop_2)),G((prop_3 & prop_4) -> (X prop_1 | prop_2)),False
10063,"If get_help happens infinitely often, then so does pickup the hot_dog.",GF get_help -> GF pickup_hot_dog,GF get_help -> GF pickup_hot_dog,True
10064,Keep retrieving crate 8 from mall 5 and taking it to office 6 repeatedly,GF(mall_5 & F(p_crate_8 & F(office_6 & pd))),G(F(pd & p_crate_8 & mall_5 & F(pd & p_crate_8 & office_6))),False
10065,whenever a table is old or the train has arrived then in the future either the car starts or a train derails,G((table_is_old | train_has_arrived) -> F(car_starts | train_derails)),G((table_is_old | train_has_arrived) -> F(car_starts | train_derails)),True
10066,(prop_2) and then (prop_1).,prop_2 U prop_1,prop_2 & FX prop_1,False
10067,For all time (prop_2) happens and (prop_1) is equivalent to (prop_3) .,(prop_1 <-> prop_3) & G prop_2,G(prop_2 & (prop_1 <-> prop_3)),False
10068,Do not take a picture until you reach park 5 as you go to take a picture of landmark 4,(!photo U park_5) & F(landmark_4 & photo),(!photo) U (park_5 & F photo),False
10069,"If (prop_2) and (prop_1), then (prop_3) should not happen .",(prop_1 & prop_2) -> !prop_3,(prop_2 & prop_1) -> !prop_3,True
10070,"Visit mall_5, pickup box_4, and deliver it to house_1",F(mall_5 & F(p_box_4 & F(house_1 & pd))),F(mall_5 & F(p_box_4 & F(house_1))),False
10071,"If deliver the clock to the loading_dock holds, then in the next step pickup the fork persists until picking up the sheep holds, or else pickup the fork holds forever.",deliver_clock_loading_dock -> X((pickup_fork U pickup_sheep) | G pickup_fork),deliver_clock_loading_dock -> (X(pickup_fork U pickup_sheep) | G pickup_fork),False
10072,Go to house_2 and pickup trash_can_2,F(house_2 & p_trash_can_2),F(house_2 & F p_trash_can_2),False
10073,move_towards trash can until pick_up flag,move_towards_trash_can U pick_up_flag,move_towards_trash_can U pick_up_flag,True
10074,If it is the case that either ( prop_4 ) or ( prop_1 ) is satisfied if and only if ( prop_3 ) is satisfied then ( prop_2 ) is also satisfied .,(prop_3 <-> (prop_1 | prop_4)) -> prop_2,((prop_4 | prop_1) <-> prop_3) -> prop_2,True
10075,"Either (prop_2) is equivalent to (prop_4), or (prop_3) happens and continues until (prop_1) happens.",(prop_2 <-> prop_4) | (prop_3 U prop_1),(prop_2 <-> prop_4) | (prop_3 U prop_1),True
10076,"As soon as ( prop_1 ) , and ( prop_3 ) then all of the following conditions hold : at once the event that ( prop_2 ) does not happen , or ( prop_4 ) .",G((prop_1 & prop_3) -> (prop_2 | prop_4)),G((prop_1 & prop_3) -> X(!prop_2 | prop_4)),False
10077,"in any case the train has arrived, the table has been moved and the engine starts",G(engine_starts & table_has_been_moved & train_has_arrived),G(train_has_arrived -> (table_has_been_moved & engine_starts)),False
10078,Our agent must eventually photo safe_person and communicate the injured_rescuer.,F(communicate_injured_rescuer & photo_safe_person),F(photo_safe_person & communicate_injured_rescuer),True
10079,"Whenever pickup the toothbrush holds, eventually search the fork will hold.",G(pickup_toothbrush -> F search_fork),G(pickup_toothbrush -> F search_fork),True
10080,when possible make_to flag or repeatedly grab tree,F make_to_flag | GF grab_tree,F(make_to_flag) | GF(grab_tree),True
10081,Either (prop_2) does not happen or else (prop_3) or (prop_1) happens .,prop_1 | !prop_2 | prop_3,(!prop_2 | prop_3 | prop_1),True
10082,if the elevator rises or the elevator falls then it will happen that the escalator is blocked or the engine stops,G((elevator_falls | elevator_rises) -> F(engine_stops | escalator_is_blocked)),(elevator_rises | elevator_falls) -> F (escalator_is_blocked | engine_stops),False
10083,"(prop_3) is equivalent to (prop_2), or always do (prop_1) .",(prop_2 <-> prop_3) | G prop_1,(prop_3 <-> prop_2) | G prop_1,True
10084,"For all time (prop_3) holds, and whenever (prop_1), then (prop_2) follows .",(prop_1 -> prop_2) & G prop_3,G(prop_3) & G(prop_1 -> F prop_2),False
10085,"If it is not the case that ( prop_3 ) happens until ( prop_2 ) , then ( prop_1 ) .",!(prop_3 U prop_2) -> prop_1,(!(prop_3 U prop_2)) -> prop_1,True
10086,"first, at some point both the table is brown and the motorbike is driven, and then, sooner or later both the car enters and a table is brown",G!(motorbike_is_driven & table_is_brown) | F(motorbike_is_driven & table_is_brown & F(car_enters & table_is_brown)),F((table_is_brown & motorbike_is_driven) & F(car_enters & table_is_brown)),False
10087,"If (prop_2) or (prop_3) happens, then keep it until (prop_1) doesn't happen .",(prop_2 | prop_3) U !prop_1,((prop_2 | prop_3) -> ((prop_2 | prop_3) U !prop_1)),False
10088,"Switch light_north red must hold until record the cyclist on east_10th_street does, or else change light_north red holds forever.",(change_light_north_red U record_cyclist_east_10th_street) | G change_light_north_red,(change_light_north_red U record_cyclist_east_10th_street) | G change_light_north_red,True
10089,"If at some point ( prop_2 ) happens and continues to happen until ( prop_4 ) , and also ( prop_1 ) , or else ( prop_3 ) .",prop_3 | (prop_1 & (prop_2 U prop_4)),(F(prop_2 U prop_4) & prop_1) | prop_3,False
10090,visit tree until seize apple,visit_tree U seize_apple,visit_tree U seize_apple,True
10091,whenever travel house or at any time proceed_to house,F travel_house | F proceed_to_house,G(travel_house | F proceed_to_house),False
10092,whenever ( prop_1 ) and forever ( prop_2 ),F(prop_1 & G prop_2),G(prop_1) & G(prop_2),False
10093,whenever ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),G(prop_1 U prop_2),False
10094,at some time go home or put_in bin,put_in_bin | F go_home,F(go_home | put_in_bin),False
10095,"If (prop_1) happens eventually, then make sure that (prop_2) is equivalent to (prop_3) .",F prop_1 -> (prop_2 <-> prop_3),F prop_1 -> (prop_2 <-> prop_3),True
10096,"eternally, either the engine stops, a bridge closes or the engine breaks",G(bridge_closes | engine_breaks | engine_stops),G(engine_stops | bridge_closes | engine_breaks),True
10097,when possible ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),prop_1 U prop_2,False
10098,( prop_1 ) and when possible ( prop_2 ),prop_1 & F prop_2,prop_1 & F prop_2,True
10099,"If (prop_2), then it's recommended to immediately (prop_3) and then (prop_1).",F prop_2 -> (prop_3 -> prop_1),prop_2 -> (prop_3 & X prop_1),False
10100,The robot must Please photo the pedestrian on northwest_1st_street and then get_help.,photo_pedestrian_northwest_1st_street U get_help,F(photo_pedestrian_northwest_1st_street & F get_help),False
10101,when possible ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2,False
10102,Refrain from visiting intersection_4 until you have reached street_5,!intersection_4 U street_5,!intersection_4 U street_5,True
10103,"Do not visit parking lot 4 before reaching street 5, and after that, proceed to enter and remain there",(!parking_lot_4 U street_5) & F(parking_lot_4 & G parking_lot_4),(!parking_lot_4 U street_5) & F(G street_5),False
10104,"as a sensor captures data, it is going to happen that both a house is open and the sensor retrieves data",G(sensor_captures_data -> F(house_is_open & sensor_retrieves_data)),G(sensor_captures_data -> F(house_is_open & sensor_retrieves_data)),True
10105,The scenario in which (prop_3) and (prop_1) happens is equivalent to the scenario in which (prop_2) does not happen .,!prop_2 <-> (prop_1 & prop_3),(prop_3 & prop_1) <-> !prop_2,True
10106,gather apple or never let_go orange,gather_apple | G!let_go_orange,gather_apple | G !let_go_orange,True
10107,Ensure that you never interact with letter 8,G!p_letter_8,G(!p_letter_8),True
10108,"(prop_1) is equivalent to (prop_2), and make sure that (prop_3) is always true .",(prop_1 <-> prop_2) & G prop_3,(prop_1 <-> prop_2) & G prop_3,True
10109,( prop_1 ) or always ( prop_2 ),prop_1 | G prop_2,prop_1 | G prop_2,True
10110,"It is required that either (prop_1) happens soon, or else (prop_2) and (prop_3) happen or not happen at the same time .",(prop_2 <-> prop_3) | F prop_1,F(prop_1) | (prop_2 <-> prop_3),True
10111,( prop_1 ) until at some time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
10112,at some time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),F(prop_1 | prop_2),True
10113,Keep returning to charger 3 as you periodically take photos of area 3,GF charger_3 & GF(area_3 & photo),GF(charger_3) & GF(photo & area_3),True
10114,repeatedly ( prop_1 ) and ( prop_2 ),G(prop_2 & F prop_1),G(prop_1 & prop_2),False
10115,"if at some time ( prop_1 ) , never ( prop_2 )",F prop_1 -> G!prop_2,F prop_1 -> G ! prop_2,True
10116,Be in park 5 until you take a picture of monument 2 and then go to intersection 5 and stay there,park_5 U (monument_2 & photo & F(intersection_5 & G intersection_5)),(park_5 U (photo & F (X (G intersection_5)))),False
10117,Retrieve cone_5 from intersection_5 and take it to street_2,F(intersection_5 & F(p_cone_5 & F(pd & street_2))),F(p_cone_5 & intersection_5 & F(p_cone_5 & street_2)),False
10118,at any time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),G(prop_1) | !F(prop_2),False
10119,Persistently stay within street_5 while regularly photographing parking_lot_4,G street_5 & GF(parking_lot_4 & photo),G(street_5 & GF photo),False
10120,( prop_1 ) or ( prop_2 ),prop_1 | prop_2,prop_1 | prop_2,True
10121,it should not happen that both an elevator rises and the table has been moved,G!(elevator_rises & table_has_been_moved),!(elevator_rises & table_has_been_moved),False
