Index,Requirement,Ground Truth,Response,Equivalent
6091,"Globally, it is not the case that both photo the person on northwest_4th_avenue and photo the person on northeast_7th_street hold simultaneously.",G!(photo_person_northeast_7th_street & photo_person_northwest_4th_avenue),G(!(photo_person_northwest_4th_avenue & photo_person_northeast_7th_street)),True
6092,"If (prop_3), then do (prop_1), but keep doing (prop_2) until (prop_4) .",(prop_3 -> prop_1) & (prop_2 U prop_4),G(prop_3 -> (prop_1 & (prop_2 U prop_4))),False
6093,"Everytime when ( prop_4 ) and ( prop_1 ) , then the following condition is true : at once ( prop_2 ) , or at the same time instant the event that ( prop_3 ) never occurs .",G((prop_1 & prop_4) -> (prop_2 | prop_3)),G((prop_4 & prop_1) -> (prop_2 | G(!prop_3))),False
6094,"Globally , when the transition action that ( prop_3 ) is detected , and ( prop_2 ) then the following condition is true : ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1),G((prop_3 & prop_2) -> prop_1),True
6095,"If you observe (prop_1) and do (prop_2), then you should not do (prop_3) .",(prop_1 & prop_2) -> !prop_3,G((prop_1 & prop_2) -> !prop_3),False
6096,at some time contact flag or when possible touch tree,F contact_flag | F touch_tree,F(contact_flag | touch_tree),True
6097,Do not go to office 4 until you pick pass 6 as you deliver pass 6 from house 5 to office 4,(!office_4 U p_pass_6) & F(house_5 & F(p_pass_6 & F(office_4 & pd))),(!office_4) U p_pass_6,False
6098,"Whenever ( prop_2 ) and ( prop_1 ) , then all of the following conditions hold : in the future before the execution ends without interruption ( prop_3 ) .",G((prop_1 & prop_2) -> G prop_3),G((prop_1 & prop_2) -> F prop_3),False
6099,"If at some point ( prop_2 ) or ( prop_4 ) is detected and this scenario continues to hold until ( prop_1 ) is detected , and ( prop_3 ) .",prop_3 & ((prop_2 | prop_4) U prop_1),F((prop_2 | prop_4) & ((prop_2 | prop_4) U prop_1) & prop_3),False
6100,when possible obtain orange and always go_by trash can,F obtain_orange & G go_by_trash_can,F(obtain_orange) & G(go_by_trash_can),True
6101,"Make sure that (prop_2) is always true, and either (prop_1) or (prop_3) should also happen.",(prop_1 | prop_3) & G prop_2,G(prop_2) & F(prop_1 | prop_3),False
6102,Go to street 5 and then go to building 2 and stay there,F(street_5 & F(building_2 & G building_2)),F(street_5 & F(G building_2)),True
6103,Call for help and idle will each happen at some point.,F get_help & F idle,F(get_help) & F(idle),True
6104,"Globally , everytime when ( prop_1 ) , or ( prop_2 ) then all of the following conditions hold : ( prop_4 ) , or at the same time instant ( prop_3 ) .",G((prop_1 | prop_2) -> (prop_3 | prop_4)),G((prop_1 | prop_2) -> (prop_4 | prop_3)),True
6105,whenever travel_to flag or at some time procure pear,F travel_to_flag | F procure_pear,G(travel_to_flag | F procure_pear),False
6106,"Ensure you repeatedly transport crate_4 from warehouse_3 to store_9, and also periodically visit charger_3",GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GF charger_3,GF(warehouse_3 & p_crate_4 & F(store_9 & pd)) & GF(charger_3),False
6107,"after both a motorbike has started and a semaphore is red, it will not happen that either a sensor captures data or the escalator moves",G((motorbike_has_started & semaphore_is_red) -> G!(escalator_moves | sensor_captures_data)),F(motorbike_has_started & semaphore_is_red) -> G(!(sensor_captures_data | escalator_moves)),False
6108,( prop_1 ) or never ( prop_2 ),prop_1 | G!prop_2,prop_1 | G(!prop_2),True
6109,"If (prop_3) happens and continues until (prop_1), then (prop_2) should not happen .",(prop_3 U prop_1) -> !prop_2,G((prop_3 & (prop_3 U prop_1)) -> !prop_2),False
6110,The robot must Please deliver the bed to the shelf and then get_help.,deliver_bed_shelf U get_help,F(deliver_bed_shelf & F get_help),False
6111,"Either (prop_3) and (prop_4) happen together, or else (prop_2) or (prop_1) .",prop_1 | prop_2 | (prop_3 & prop_4),((prop_3 & prop_4) | (prop_2 | prop_1)),True
6112,Always avoid entering house 1,G!house_1,G(!house_1),True
6113,The robot must always avoid calling for help.,G!get_help,G(!get_help),True
6114,"Globally , whenever ( prop_3 ) and ( prop_1 ) then in response for each time point in the future until the execution ends , at a certain moment in the future before the end of the simulation ( prop_2 ) .",G((prop_1 & prop_3) -> GF prop_2),G((prop_3 & prop_1) -> G F prop_2),True
6115,at some time ( prop_1 ) means that ( prop_2 ),F prop_1 -> prop_2,F(prop_1) -> prop_2,True
6116,"If (prop_3) is not the case, or do (prop_1) until you detect (prop_2) .",!prop_3 | (prop_1 U prop_2),(!prop_3) | (prop_1 U prop_2),True
6117,"Either ( prop_3 ) or ( prop_1 ) should happen at the same time , or else if ( prop_2 ) then ( prop_4 ) .",prop_1 | prop_3 | (prop_2 -> prop_4),(prop_3 & prop_1) | (prop_2 -> prop_4),False
6118,under no condition both a bridge closes and the brake is released,G!(brake_is_released & bridge_closes),G(!(bridge_closes & brake_is_released)),True
6119,"If (prop_2), then (prop_3), and keep doing so until (prop_1) is the same as (prop_4) .",(prop_2 -> prop_3) U (prop_1 <-> prop_4),G(prop_2 -> (prop_3 U (prop_1 <-> prop_4))),False
6120,Remain still can only happen after handing over the dining_table to the loading_dock.,!idle U deliver_dining_table_loading_dock,(!idle) U deliver_dining_table_loading_dock,True
6121,"If at some point (prop_3) happens and implies (prop_1), then (prop_2) should not happen .",(prop_3 -> prop_1) -> !prop_2,G((prop_3 & prop_1) -> !prop_2),False
6122,"when forever ( prop_1 ) , at some time ( prop_2 )",G prop_1 -> F prop_2,G(prop_1) -> F(prop_2),True
6123,"If record the car on west_7th_street happens infinitely often, then so does get_help.",GF record_car_west_7th_street -> GF get_help,GF(record_car_west_7th_street) -> GF(get_help),True
6124,whenever ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),G(prop_1 U prop_2),False
6125,always stay or grip apple,grip_apple | G stay,G(stay | grip_apple),False
6126,"Our agent must eventually, avoid search the skateboard.",F!search_skateboard,F(!search_skateboard),True
6127,"For all time (prop_3) should be true, and the scenario in which (prop_2) is equivalent to the scenario in which (prop_1) .",(prop_1 <-> prop_2) & G prop_3,G(prop_3 & (prop_2 <-> prop_1)),False
6128,"It is always the case that if ( prop_3 ) , or ( prop_1 ) , then the following condition is true : at the same moment ( prop_2 ) .",G((prop_1 | prop_3) -> prop_2),G((prop_3 | prop_1) -> prop_2),True
6129,"If (prop_2) and (prop_1), then (prop_3) should not happen .",(prop_1 & prop_2) -> !prop_3,G((prop_1 & prop_2) -> !prop_3),False
6130,"If idle holds, then in the next step pickup the bed persists until picking up the sports_ball holds, or else pickup the bed holds forever.",idle -> X((pickup_bed U pickup_sports_ball) | G pickup_bed),G(idle -> X((pickup_bed U pickup_sports_ball) | G pickup_bed)),False
6131,"In the case ( prop_1 ) , and ( prop_2 ) then the condition that ( prop_3 ) shall not be true .",G((prop_1 & prop_2) -> !F prop_3),G((prop_1 & prop_2) -> !prop_3),False
6132,"For all time, make sure (prop_2) happens, and detect when (prop_1) is equivalent to (prop_3) .",(prop_1 <-> prop_3) & G prop_2,G(prop_2 & (prop_1 <-> prop_3)),False
6133,always have_in orange or whenever make_to flag,G have_in_orange | F make_to_flag,G(have_in_orange | (make_to_flag -> have_in_orange)),False
6134,at any time an elevator falls or the elevator is open,G(elevator_falls | elevator_is_open),G(elevator_falls | elevator_is_open),True
6135,"first, eventually, a semaphore is green or the car starts, and then, sooner or later both an elevator is blocked and a train derails",G!(car_starts | semaphore_is_green) | F((car_starts | semaphore_is_green) & F(elevator_is_blocked & train_derails)),F((semaphore_is_green | car_starts) & F(elevator_is_blocked & train_derails)),False
6136,at no time the elevator falls,G!elevator_falls,G(!elevator_falls),True
6137,Our agent must eventually deliver the sheep to the shelf and get_help.,F(deliver_sheep_shelf & get_help),F(deliver_sheep_shelf & get_help),True
6138,"Until (prop_3) happens and then (prop_2) follows, keep (prop_4) being equivalent to (prop_1) .",(prop_2 <-> prop_3) U (prop_4 -> prop_1),((prop_4 <-> prop_1) U (prop_3 & X prop_2)),False
6139,when possible make_way waste basket or repeatedly grab tree,F make_way_waste_basket | GF grab_tree,GF(make_way_waste_basket | grab_tree),False
6140,"( prop_4 ) and ( prop_1 ) should happen , or else if ( prop_2 ) then ( prop_3 ) .",(prop_2 -> prop_3) | (prop_1 & prop_4),(F(prop_4 & prop_1)) | G(prop_2 -> prop_3),False
6141,capture orange until hold apple,capture_orange U hold_apple,capture_orange U hold_apple,True
6142,"It should be the case that either (prop_1) is equivalent to (prop_2), or else (prop_3) is always true .",(prop_1 <-> prop_2) | G prop_3,(prop_1 <-> prop_2) | G prop_3,True
6143,"If ( prop_2 ) or ( prop_3 ) , then all of the following conditions hold : ( prop_1 ) and this condition will continue consistently until at sometime in the future before the simulation ends , ultimately ( prop_4 ) .",G((prop_2 | prop_3) -> (prop_1 U prop_4)),((prop_2 | prop_3) -> (prop_1 U prop_4)),False
6144,"In the event that ( prop_3 ) and ( prop_2 ) then all of the following conditions hold : the event that ( prop_4 ) should be simultaneously detected , and instantly ( prop_1 ) .",G((prop_2 & prop_3) -> (prop_1 & prop_4)),G((prop_3 & prop_2) -> (prop_4 & X prop_1)),False
6145,it is always true that both the train stops and the sensor gathers information after the sensor captures data and the motorbike falls down,G((motorbike_falls_down & sensor_captures_data) -> G(sensor_gathers_information & train_stops)),G((sensor_captures_data & motorbike_falls_down) -> F(train_stops & sensor_gathers_information)),False
6146,"Always make sure that (prop_1) is true, and if (prop_3) is true, then (prop_2) should also be true.",(prop_3 -> prop_2) & G prop_1,G(prop_1 & (prop_3 -> prop_2)),False
6147,"Retrieve the bowl must hold until delivering the cake to the loading_dock does, or else pickup the bowl holds forever.",(pickup_bowl U deliver_cake_loading_dock) | G pickup_bowl,(pickup_bowl U deliver_cake_loading_dock) | G pickup_bowl,True
6148,"Globally , if ( prop_2 ) , and ( prop_3 ) then in response right away ( prop_4 ) and ( prop_1 ) .",G((prop_2 & prop_3) -> (prop_1 & prop_4)),G((prop_2 & prop_3) -> X(prop_4 & prop_1)),False
6149,always when the sensor captures data or the bar is up then at a certain moment a semaphore is red and the sensor retrieves data,G((bar_is_up | sensor_captures_data) -> F(semaphore_is_red & sensor_retrieves_data)),G((sensor_captures_data | bar_is_up) -> F(semaphore_is_red & sensor_retrieves_data)),True
6150,"at some point both the constructor creates instances and the train has been launched and, at some point in time either the bar is closing or a sensor retrieves data afterwards",G!(constructor_creates_instances & train_has_been_launched) | F(constructor_creates_instances & train_has_been_launched & F(bar_is_closing | sensor_retrieves_data)),F(constructor_creates_instances & train_has_been_launched) & F(bar_is_closing | F sensor_retrieves_data),False
6151,Keep visiting intersection_4 as you proceed to locality_9,GF intersection_4 & F locality_9,(intersection_4 U locality_9),False
6152,repeatedly go_to waste basket and put_in apple bucket,put_in_apple_bucket & GF go_to_waste_basket,GF(go_to_waste_basket & F put_in_apple_bucket),False
6153,"If (prop_3), (prop_2) until (prop_1).",prop_3 -> (prop_2 U prop_1),prop_3 -> (prop_2 U prop_1),True
6154,when possible get_close flag or grasp orange,grasp_orange | F get_close_flag,GF(get_close_flag | grasp_orange),False
6155,It is not the case that ( prop_2 ) and ( prop_3 ) is detected and this scenario will hold until ( prop_1 ) .,!(prop_2 & prop_3) U prop_1,(! (prop_2 & prop_3)) U prop_1,True
6156,"in any case either the brake is pressed, the elevator rises or the elevator falls",G(brake_is_pressed | elevator_falls | elevator_rises),G(brake_is_pressed | elevator_rises | elevator_falls),True
6157,when possible move_near tree and don't let_go pear,!let_go_pear & F move_near_tree,G(move_near_tree & !let_go_pear),False
6158,"after both the motorbike falls down and a table has been moved, all the time the semaphore is yellow",G((motorbike_falls_down & table_has_been_moved) -> G semaphore_is_yellow),F(motorbike_falls_down & table_has_been_moved) -> G(semaphore_is_yellow),False
6159,"if take pear , take_to tree",take_pear -> take_to_tree,G(take_pear -> take_to_tree),False
6160,Go to parking_lot_2 and pickup dish_2,F(p_dish_2 & parking_lot_2),F(parking_lot_2 & F p_dish_2),False
6161,at some time ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),F(prop_1 U prop_2),True
6162,Repeatedly transport brochure 8 from table 2 to street 9 while repeatedly visiting charger 6,GF(table_2 & F(p_brochure_8 & F(pd & street_9))) & GF charger_6,GF(pd & p_brochure_8 & table_2) & GF(pd & p_brochure_8 & street_9) & GF(charger_6),False
6163,whenever withhold apple or when possible reach flag,F withhold_apple | F reach_flag,G(withhold_apple | F reach_flag),False
6164,"As soon as ( prop_1 ) , or ( prop_3 ) then at a certain time point in the future ( prop_2 ) .",G((prop_1 | prop_3) -> F prop_2),G((prop_1 | prop_3) -> F prop_2),True
6165,"at some point in time a sensor gathers information and, sooner or later either the engine breaks or a manager handles requests afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(engine_breaks | manager_handles_requests)),F(sensor_gathers_information & F(engine_breaks | manager_handles_requests)),False
6166,sooner or later a sensor captures data after the bar is up and a manager collect claims,G((bar_is_up & manager_collect_claims) -> F sensor_captures_data),F(bar_is_up & manager_collect_claims & F sensor_captures_data),False
6168,"It is not the case that ( prop_3 ) is true , and also ( prop_1 ) is true , and ( prop_2 ) .",prop_1 & prop_2 & !prop_3,(!prop_3 & prop_1 & prop_2),True
6169,"Either (prop_2) is equivalent to the scenario in which (prop_3) happens, or else (prop_1) at some point .",(prop_2 <-> prop_3) | F prop_1,(prop_2 <-> prop_3) | F prop_1,True
6170,( prop_1 ) until at any time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
6171,repeatedly go_to pear or take pear,take_pear | GF go_to_pear,GF(go_to_pear | take_pear),False
6172,Keep visiting charger 6 as you keep picking up brochure 4 from table 4,GF charger_6 & GF(p_brochure_4 & table_4),G(p_brochure_4 -> charger_6),False
6173,The scenario in which ( prop_1 ) is detected is equivalent to the scenario in which ( prop_2 ) is detected .,prop_1 <-> prop_2,G(prop_1 <-> prop_2),False
6174,"If (prop_3) implies (prop_1), then make sure (prop_2) eventually happens .",(prop_3 -> prop_1) -> F prop_2,(prop_3 -> prop_1) -> F prop_2,True
6175,"Whenever get_help holds, eventually change light_north red will hold.",G(get_help -> F change_light_north_red),G(get_help -> F change_light_north_red),True
6176,"In the case ( prop_1 ) , then ( prop_2 ) .",G(prop_1 -> G prop_2),G(prop_1 -> prop_2),False
6177,at some time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F(prop_1) | G(!prop_2),False
6178,Keep taking a picture of parking_lot_4 while you always stay in street_5,G street_5 & GF(parking_lot_4 & photo),G(street_5 -> photo),False
6179,when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),GF(prop_1 | prop_2),False
6180,under no circumstances both the brake is released and a semaphore is red,G!(brake_is_released & semaphore_is_red),G(!(brake_is_released & semaphore_is_red)),True
