Index,Requirement,Ground Truth,Response,Equivalent
8063,whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G(prop_1 & prop_2),False
8064,"(prop_2), then (prop_1).",prop_2 U prop_1,G(prop_2 -> F(prop_1)),False
8065,"Do not do (prop_1), or you should do either (prop_3) or (prop_2) .",!prop_1 | prop_2 | prop_3,G(prop_1 -> F(prop_3 | prop_2)),False
8066,Request assistance and pickup the tv_monitor are mutually exclusive at all times.,G!(get_help & pickup_tv_monitor),G(!(get_help & pickup_tv_monitor)),True
8067,"If (prop_4), then do (prop_1), but keep doing (prop_2) until (prop_3) .",(prop_4 -> prop_1) & (prop_2 U prop_3),G(prop_4 -> (prop_1 & (prop_2 U prop_3))),False
8068,"Globally , when the event that ( prop_4 ) takes place and ( prop_1 ) , then the following condition is true : simultaneously ( prop_2 ) or without any delay ( prop_3 ) .",G((prop_1 & prop_4) -> (prop_2 | prop_3)),G((prop_4 & prop_1) -> (prop_2 | X prop_3)),False
8069,"Globally , while ( prop_1 ) and ( prop_2 ) then the following condition is true : at once ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3),G((prop_1 & prop_2) -> prop_3),True
8070,"If (prop_2) and (prop_3), then do not do (prop_1) .",(prop_2 & prop_3) -> !prop_1,G((prop_2 & prop_3) -> !prop_1),False
8071,at some time stop_by house or at any time go_to trashcan,F stop_by_house | F go_to_trashcan,F stop_by_house | G go_to_trashcan,False
8072,"Ensure you stay away from intersection 5 until street 4 is reached, while delivering pass 4 from house 4 to office 1",(!intersection_5 U street_4) & F(house_4 & F(p_pass_4 & F(office_1 & pd))),G(!intersection_5 U street_4) & G(p_pass_4 & house_4 -> F(p_pass_4 & office_1)),False
8073,"It is always the case that everytime when the transition action that ( prop_1 ) and ( prop_3 ) , then all of the following conditions hold : ( prop_2 ) .",G((prop_1 & prop_3) -> G prop_2),G((prop_1 & prop_3) -> prop_2),False
8074,"The scenario that ( prop_4 ) or the scenario that ( prop_2 ) should always be true until ( prop_1 ) happens at some point in the future , and also ( prop_3 ) should be true .",prop_3 & ((prop_2 | prop_4) U prop_1),((prop_4 | prop_2) U prop_1) & prop_3,True
8075,go through the yellow_room in to the green_room,F(yellow_room & F green_room),F(yellow_room & F(green_room)),True
8076,whenever go_to trash receptacle and always have apple,F go_to_trash_receptacle & G have_apple,G(go_to_trash_receptacle & G have_apple),False
8077,"(prop_3) or (prop_2), and always keep doing (prop_1) .",(prop_2 | prop_3) & G prop_1,(prop_3 | prop_2) & G(prop_1),True
8078,"Release any item in your possession and head to park 4, staying there permanently",F(pd & F(park_4 & G park_4)),F(!pd & F(G park_4)),False
8079,Photograph unsafe_victim and avoid the active_flood will each happen at some point.,F photo_unsafe_victim & F avoid_active_flood,F(photo_unsafe_victim ) & F(avoid_active_flood ),True
8080,"It is always the case that in case that ( prop_3 ) , or ( prop_2 ) , then in response the transition action that ( prop_1 ) is promptly detected , or at the same moment ( prop_4 ) .",G((prop_2 | prop_3) -> (prop_1 | prop_4)),G((prop_3 | prop_2) -> (prop_1 | prop_4)),True
8081,"Either (prop_1) and (prop_3) happen at the same time, or else (prop_2) always happens .",(prop_1 & prop_3) | G prop_2,F(prop_1 & prop_3) | G(prop_2),False
8082,Keep taking crate_8 from warehouse_4 to store_8 and also keep visiting charger_2,GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GF charger_2,G(F(p_crate_8 & warehouse_4 & F store_8)) & G(F charger_2),False
8083,always a bridge opens and the engine starts implies that it will not happen that either the semaphore is yellow or the brake is released,G((bridge_opens & engine_starts) -> G!(brake_is_released | semaphore_is_yellow)),G((bridge_opens & engine_starts) -> ! (semaphore_is_yellow | brake_is_released)),False
8084,( prop_1 ) or never ( prop_2 ),prop_1 | G!prop_2,prop_1 | G(!prop_2 ),True
8085,"If (prop_1) happens and continues until (prop_2), then (prop_3) should not happen .",(prop_1 U prop_2) -> !prop_3,G((prop_1 U prop_2) -> !prop_3),False
8086,"In this task, photo injured_person, then communicate the safe_hostile.",photo_injured_person U communicate_safe_hostile,G(photo_injured_person -> F(communicate_safe_hostile)),False
8087,"Either (prop_4) and (prop_3) happen at the same time, or else (prop_1) or (prop_2) happens .",prop_1 | prop_2 | (prop_3 & prop_4),(prop_4 & prop_3) | (prop_1 | prop_2),True
8088,Refrain from handling letter 8 at all times,G!p_letter_8,G(!p_letter_8 ),True
8089,The robot must always avoid geting help.,G!get_help,G(!get_help ),True
8090,whenever ( prop_1 ) can infer that ( prop_2 ),F prop_1 -> prop_2,G(prop_1 -> prop_2),False
8091,Either (prop_3) happens until (prop_1) or not (prop_2) .,!prop_2 | (prop_3 U prop_1),(prop_3 U prop_1) | !prop_2,True
8092,"If ( prop_1 ) then ( prop_3 ) , or else ( prop_2 ) , or else ( prop_4 ) .",prop_2 | prop_4 | (prop_1 -> prop_3),G((prop_1 -> prop_3) | (!prop_1 & prop_2) | (!prop_1 & !prop_2 & prop_4)),False
8093,under no condition both the bar is up and a car stops,G!(bar_is_up & car_stops),G(!(bar_is_up & car_stops)),True
8094,"Until (prop_1) is equivalent to (prop_2), if (prop_3) happens then (prop_4) should also happen .",(prop_1 -> prop_2) U (prop_3 <-> prop_4),(! (prop_1 <-> prop_2)) U ((prop_3 -> prop_4) & (prop_1 <-> prop_2)),False
8095,Request assistance can only happen after looking for the bed.,!get_help U search_bed,G(!get_help U search_bed),False
8096,"If (prop_2) then (prop_3), and then not (prop_1) .",(prop_2 -> prop_3) -> !prop_1,G((prop_2 -> prop_3) -> F(!prop_1)),False
8097,"if always ( prop_1 ) , at some time ( prop_2 )",G prop_1 -> F prop_2,G(prop_1 ) -> F(prop_2 ),True
8098,"If get_help happens infinitely often, then so does change light_west yellow.",GF get_help -> GF change_light_west_yellow,GF get_help -> GF change_light_west_yellow,True
8099,whenever ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),G(prop_1 U prop_2),False
8100,forever stay or get_to tree,get_to_tree | G stay,G(stay | get_to_tree),False
8101,"Our agent must eventually, avoid doing not go near the impending_debris.",F!avoid_impending_debris,F(avoid_impending_debris ),False
8102,The scenario in which (prop_2) is equivalent to the scenario in which (prop_3) happens and (prop_1) should happen all the time .,(prop_2 <-> prop_3) & G prop_1,G(prop_2 <-> (prop_3 & G prop_1)),False
8103,It is always the case that in case that ( prop_2 ) or ( prop_3 ) then all of the following conditions hold : ( prop_1 ) .,G((prop_2 | prop_3) -> prop_1),G((prop_2 | prop_3) -> prop_1),True
8104,"It is required that at some future time instant the scenario that ( prop_1 ) is equivalent to the scenario that ( prop_2 ) , and that ( prop_3 ) .",prop_3 & F(prop_1 <-> prop_2),F((prop_1 <-> prop_2) & prop_3 ),False
8105,( prop_1 ) until ( prop_2 ),prop_1 U prop_2,prop_1 U prop_2,True
8106,"If deliver the frisbee to the shelf holds, then in the next step get_help persists until picking up the parking_meter holds, or else get_help holds forever.",deliver_frisbee_shelf -> X((get_help U pickup_parking_meter) | G get_help),G(deliver_frisbee_shelf -> X(get_help U pickup_parking_meter | G get_help)),False
8107,For all time make sure (prop_3) happens and keep (prop_1) equivalent to (prop_2) .,(prop_1 <-> prop_2) & G prop_3,G(prop_3 & (prop_1 <-> prop_2)),False
8108,forever touch flag or at some time get apple,G touch_flag | F get_apple,G(touch_flag ) | F(get_apple ),True
8109,it is always true that the table is brown or the escalator moves,G(escalator_moves | table_is_brown),G(table_is_brown | escalator_moves),True
8110,"at some point either the engine stops or the train is crossing and, finally, both a train derails and a train is crossing afterwards",G!(engine_stops | train_is_crossing) | F((engine_stops | train_is_crossing) & F(train_derails & train_is_crossing)),F((engine_stops | train_is_crossing) & F(train_derails & F(train_is_crossing))),False
8111,every time the semaphore is broken and together an elevator rises and an elevator is blocked,G(elevator_is_blocked & elevator_rises & semaphore_is_broken),G(semaphore_is_broken & elevator_rises & elevator_is_blocked),True
8112,You must eventually change light_east green and change light_south green.,F(change_light_east_green & change_light_south_green),F(change_light_east_green & F(change_light_south_green)) | F(change_light_south_green & F(change_light_east_green)),False
8113,"Until the scenario in which ( prop_3 ) implies ( prop_2 ) occurs, ( prop_1 ) should be equivalent to ( prop_4 ).",(prop_1 <-> prop_4) U (prop_3 -> prop_2),(prop_1 <-> prop_4) U (prop_3 -> prop_2),True
8114,whenever go_by tree or repeatedly make_way_to house,F go_by_tree | GF make_way_to_house,G(go_by_tree | GF make_way_to_house),False
8115,"Either (prop_3), (prop_1), or not (prop_2) .",prop_1 | !prop_2 | prop_3,G(prop_3 | prop_1 | ! prop_2),False
8116,reach trash can until get_hold_of pear,reach_trash_can U get_hold_of_pear,reach_trash_can U get_hold_of_pear,True
8117,"(prop_3) doesn't happen, or make sure (prop_1) and (prop_2) both happen .",!prop_3 | (prop_1 & prop_2),G(!prop_3 ) | F(prop_1 & prop_2 ),False
8118,"Globally , during the interval that ( prop_3 ) or ( prop_2 ) , then the following condition holds : without interruption the transition action that ( prop_4 ) ought never to happen until ( prop_1 ) .",G((prop_2 | prop_3) -> (prop_4 U prop_1)),G((prop_3 | prop_2) -> (!prop_4 U prop_1)),False
8119,"Globally , during the interval that ( prop_3 ) and ( prop_1 ) then the following condition holds : the event that ( prop_2 ) needs to get observed at the same time instant and simultaneously the transition action that ( prop_4 ) should never occur .",G((prop_1 & prop_3) -> (prop_2 & prop_4)),G((prop_3 & prop_1) -> (prop_2 & !prop_4)),False
8120,whenever both the engine stops and the bridge opens then in any case a motorbike catches fire and the engine breaks,G((bridge_opens & engine_stops) -> G(engine_breaks & motorbike_catches_fire)),G((engine_stops & bridge_opens) -> (motorbike_catches_fire & engine_breaks)),False
8121,"Ensure that (prop_1) is always true, and if (prop_2), then make sure (prop_3) happens .",(prop_2 -> prop_3) & G prop_1,G(prop_1 ) & G(prop_2 -> F(prop_3 )),False
8122,"Idle must hold until get_help does, or else idle holds forever.",(idle U get_help) | G idle,idle R get_help,False
8123,"Globally , everytime when the scenario that ( prop_2 ) is observed , and ( prop_4 ) , then in response promptly ( prop_3 ) , and instantly the transition action that ( prop_1 ) needs to be observed .",G((prop_2 & prop_4) -> (prop_1 & prop_3)),G((prop_2 & prop_4) -> (prop_3 & X prop_1)),False
8124,"if either an elevator rises or the elevator is blocked then finally, both the escalator is blocked and the escalator moves",G((elevator_is_blocked | elevator_rises) -> F(escalator_is_blocked & escalator_moves)),G((elevator_rises | elevator_is_blocked) -> F(escalator_is_blocked & escalator_moves)),True
8125,"If it is not the case that ( prop_3 ) is equivalent to ( prop_1 ) , then ( prop_2 ) .",!(prop_1 <-> prop_3) -> prop_2,G(!(prop_3 <-> prop_1) -> prop_2),False
8126,repeatedly go_to pear and at some time go_near flag,GF go_to_pear & F go_near_flag,GF(go_to_pear ) & F(go_near_flag ),True
8127,move_to house and repeatedly go_to pear,move_to_house & GF go_to_pear,G(move_to_house & GF go_to_pear),False
8128,"If (prop_1), (prop_3) until (prop_2).",prop_1 -> (prop_3 U prop_2),G(prop_1 -> (prop_3 U prop_2)),False
8129,drop pear or at any time get_near flag,drop_pear | F get_near_flag,drop_pear | F get_near_flag,True
8130,It is not the case that ( prop_2 ) and ( prop_1 ) is detected and this scenario will hold until ( prop_3 ) .,!(prop_1 & prop_2) U prop_3,!(!(prop_2 & prop_1) U prop_3),False
8131,"every time either the manager handles requests, a semaphore is green or the escalator moves",G(escalator_moves | manager_handles_requests | semaphore_is_green),G(manager_handles_requests | semaphore_is_green | escalator_moves),True
8132,at some time grab orange and don't let_go pear,!let_go_pear & F grab_orange,F(grab_orange & !let_go_pear),False
8133,go through either the yellow or the green_room to get to the blue_room,F((green_room | yellow_room) & F blue_room),(! (yellow_room | green_room)) | F((yellow_room | green_room) & F(blue_room)),False
8134,"if hold apple , put_in bucket",hold_apple -> put_in_bucket,G(hold_apple -> F put_in_bucket),False
8135,Take a photograph of building_2.,F(building_2 & photo),F(photo & building_2),True
8136,in the future the elevator is open or a motorbike has stopped,F(elevator_is_open | motorbike_has_stopped),F(elevator_is_open | motorbike_has_stopped),True
8138,whenever obtain orange or at some time make_your_way flag,F obtain_orange | F make_your_way_flag,G(obtain_orange | F make_your_way_flag),False
8139,"Globally , during the interval that ( prop_1 ) or ( prop_2 ) then all of the following conditions are true : at a certain time point in the future before the execution ends , ( prop_3 ) .",G((prop_1 | prop_2) -> F prop_3),G((prop_1 | prop_2) -> F(prop_3)),True
8140,"first, it is going to happen that a train has arrived, and then, finally, the bar is closing or a table is brown",G!train_has_arrived | F(train_has_arrived & F(bar_is_closing | table_is_brown)),!train_has_arrived | F(train_has_arrived & F(bar_is_closing | table_is_brown)),False
8141,whenever a semaphore is red and the elevator falls then at some point in time the train derails,G((elevator_falls & semaphore_is_red) -> F train_derails),G((semaphore_is_red & elevator_falls) -> F(train_derails)),True
8142,Continuously visit charger 12 while repeatedly transporting box 1 from house 5 to house 23,GF charger_12 & GF(house_5 & F(p_box_1 & F(house_23 & pd))),G(charger_12 ) & G(F(p_box_1 & house_5 & F(p_box_1 & house_23 ))),False
8143,"( prop_3 ) does not happen and also ( prop_1 ) , and ( prop_2 ) .",prop_1 & prop_2 & !prop_3,G(!prop_3 & prop_1 & prop_2),False
8144,"Either (prop_1) is equivalent to (prop_2), or else eventually (prop_3) .",(prop_1 <-> prop_2) | F prop_3,(prop_1 <-> prop_2) | F prop_3,True
8145,( prop_1 ) until whenever ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
8147,keep revisiting charger 4 as you consistently photograph area 5,GF charger_4 & GF(area_5 & photo),G((photo & area_5) -> F(charger_4)),False
8148,"The scenario in which (prop_1) is equivalent to the scenario in which (prop_3) happens, and the scenario in which (prop_2) is equivalent to the scenario in which (prop_4) happens .",(prop_1 <-> prop_3) & (prop_2 <-> prop_4),G((prop_1 <-> prop_3) & (prop_2 <-> prop_4)),False
8149,"If (prop_2) implies (prop_1), then make sure (prop_3) eventually happens .",(prop_2 -> prop_1) -> F prop_3,G((prop_2 -> prop_1) -> F(prop_3 )),False
8150,"Whenever record unsafe_civilian holds, eventually communicate the safe_rescuer will hold.",G(record_unsafe_civilian -> F communicate_safe_rescuer),G(record_unsafe_civilian -> F communicate_safe_rescuer),True
8151,If ( prop_1 ) then ( prop_2 ) and this condition will consecutively remain in the future until the end of the execution .,G(prop_1 -> G prop_2),G(prop_1 -> G(prop_2)),True
8152,at some time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G ! prop_2,False
8153,Stay in area_2 as you keep goint to building_8 to photo,G area_2 & GF(building_8 & photo),G(area_2 U (building_8 & photo)),False
8154,when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),F(prop_1 | prop_2),True
