pair_type,ltl,en
absence_global,G(!( constructor_instantiate_objects & house_is_open & table_is_old )),it never happens that the constructor instantiate objects and together the house is open and the table is old
absence_global,G(!( semaphore_is_broken & train_stops & table_has_been_moved )),it should not happen that a semaphore is broken and together a train stops and the table has been moved
absence_global,G(!( constructor_instantiate_objects | bar_is_closing | bar_is_up )),"never, either the constructor instantiate objects, the bar is closing or the bar is up"
absence_global,G(!( house_is_built & sensor_gathers_information & motorbike_has_started )),"absolutely never, the house is built and together a sensor gathers information and a motorbike has started"
absence_global,G(!( sensor_gathers_information | train_derails | train_has_been_launched )),"under no condition either the sensor gathers information, a train derails or a train has been launched"
absence_global,G(!( bar_is_closing & motorbike_has_stopped & semaphore_is_broken )),it will not happen that the bar is closing and together the motorbike has stopped and a semaphore is broken
absence_global,G(!( motorbike_has_started & constructor_instantiate_objects & bridge_opens )),"under no circumstances a motorbike has started, the constructor instantiate objects and the bridge opens"
absence_global,G(!( bridge_opens | bar_has_to_be_repaired | bridge_closes )),at no time the bridge opens or the bar has to be repaired or a bridge closes
absence_global,G(!( semaphore_is_broken & sensor_retrieves_data & motorbike_catches_fire )),under no condition a semaphore is broken and together the sensor retrieves data and the motorbike catches fire
absence_global,G(!( sensor_captures_data | car_stops | train_has_arrived )),"under no circumstances either the sensor captures data, the car stops or the train has arrived"
absence_global,G(!( car_stops | escalator_moves | bar_is_down )),"absolutely never, either the car stops, the escalator moves or the bar is down"
absence_global,G(!( bar_has_to_be_repaired & train_is_crossing & escalator_moves )),"absolutely never, the bar has to be repaired and, at the same time, the train is crossing and the escalator moves"
absence_global,G(!( manager_handles_requests & bridge_opens & bar_has_to_be_repaired )),it should not happen that the manager handles requests and together a bridge opens and the bar has to be repaired
absence_global,G(!( engine_stops | sensor_retrieves_data | elevator_is_open )),"it will not happen that either the engine stops, the sensor retrieves data or an elevator is open"
absence_global,G(!( constructor_instantiate_objects | house_is_open | semaphore_is_yellow )),it will not happen that a constructor instantiate objects or a house is open or a semaphore is yellow
absence_global,G(!( bar_is_closing | table_has_been_moved | escalator_is_blocked )),it never happens that the bar is closing or a table has been moved or the escalator is blocked
absence_global,G(!( sensor_gathers_information & bar_is_up & constructor_instantiate_objects )),"under no circumstances the sensor gathers information and, at the same time, the bar is up and the constructor instantiate objects"
absence_global,G(!( train_stops | elevator_is_open | bridge_closes )),"it is never the case that either a train stops, the elevator is open or a bridge closes"
absence_global,G(!( table_is_brown | engine_breaks | sensor_retrieves_data )),"under no condition either the table is brown, the engine breaks or the sensor retrieves data"
absence_global,G(!( train_derails & escalator_speeds_up & sensor_gathers_information )),"absolutely never, the train derails, the escalator speeds up and the sensor gathers information"
absence_global,G(!( escalator_speeds_up & train_has_been_launched & semaphore_is_green )),"under no condition the escalator speeds up and, at the same time, the train has been launched and a semaphore is green"
absence_global,G(!( train_is_crossing | semaphore_is_green | table_is_brown )),"never, either a train is crossing, a semaphore is green or the table is brown"
absence_global,G(!( elevator_is_blocked & bar_is_closing & semaphore_is_red )),"it never happens that the elevator is blocked, the bar is closing and the semaphore is red"
absence_global,G(!( elevator_rises & semaphore_is_broken & house_collapses )),"it is never the case that an elevator rises, a semaphore is broken and a house collapses"
absence_global,G(!( elevator_falls & table_is_old & car_stops )),"under no circumstances an elevator falls, the table is old and the car stops"
absence_global,G(!( elevator_is_blocked | bar_is_down | train_is_crossing )),under no condition an elevator is blocked or the bar is down or the train is crossing
absence_global,G(!( manager_handles_requests & motorbike_has_started & sensor_retrieves_data )),it should not happen that a manager handles requests and together a motorbike has started and the sensor retrieves data
absence_global,G(!( table_is_old | train_has_been_launched | escalator_speeds_up )),"never, either a table is old, a train has been launched or the escalator speeds up"
absence_global,G(!( bar_is_up & manager_collect_claims & train_has_arrived )),it will not happen that the bar is up and together a manager collect claims and the train has arrived
absence_global,G(!( bar_is_up | sensor_captures_data | manager_collect_claims )),it is never the case that the bar is up or a sensor captures data or the manager collect claims
absence_global,G(!( bar_has_to_be_repaired & bridge_closes & train_has_been_launched )),"absolutely never, the bar has to be repaired and together a bridge closes and the train has been launched"
absence_global,G(!( car_starts & brake_is_pressed & house_is_built )),"under no condition a car starts and, at the same time, the brake is pressed and the house is built"
absence_global,G(!( engine_starts & car_enters & house_is_built )),"at no time the engine starts, a car enters and the house is built"
absence_global,G(!( sensor_retrieves_data & engine_breaks & car_enters )),"never, the sensor retrieves data and together the engine breaks and a car enters"
absence_global,G(!( house_collapses | train_derails | bridge_opens )),it will not happen that a house collapses or the train derails or a bridge opens
