pair_type,ltl,en
absence_global,G(!( LyDitKNGG )),under no circumstances LyDitKNGG
absence_global,G(!( javKa & VMkaOZ & QfZLpFcUwJ )),"it never happens that javKa, VMkaOZ and QfZLpFcUwJ"
absence_global,G(!( oQIdvqV & dBErV & cHxWe )),"never, oQIdvqV and, at the same time, dBErV and cHxWe"
absence_global,G(!( gJpUkVvdG )),it is never the case that gJpUkVvdG
absence_global,G(!( ewSMXlILheV | sX_AEf | ARbQIlB )),it should not happen that ewSMXlILheV or sX_AEf or ARbQIlB
absence_global,G(!( Iqcqkf )),under no condition Iqcqkf
absence_global,G(!( zvvmXjgP )),"absolutely never, zvvmXjgP"
absence_global,G(!( ABBJYtlL & MmcEBWnuwBi )),it should not happen that ABBJYtlL and MmcEBWnuwBi
absence_global,G(!( gLAKsFoinIY_l & qsHyTOBtxo & kqBNYTBUKLj )),it will not happen that gLAKsFoinIY_l and together qsHyTOBtxo and kqBNYTBUKLj
absence_global,G(!( MuQkVPa & VQnAYE & EioRvMpo )),"under no condition MuQkVPa and, at the same time, VQnAYE and EioRvMpo"
absence_global,G(!( RJjKScJR & qAHfUrWVuGL )),at no time both RJjKScJR and qAHfUrWVuGL
absence_global,G(!( pFcYO_ & LPpqKPGdpO & EfbMW )),it is never the case that pFcYO_ and together LPpqKPGdpO and EfbMW
absence_global,G(!( zQUMWz_BaII | IOQbeAxNGaBDQ )),"absolutely never, zQUMWz_BaII or IOQbeAxNGaBDQ"
absence_global,G(!( hcfZSDPchb & BemdjVxYZeWyrd & caQNXktilEDTvFP )),"it will not happen that hcfZSDPchb and, at the same time, BemdjVxYZeWyrd and caQNXktilEDTvFP"
absence_global,G(!( wnRkf & UZG_BtQOXx & RsWoKOna )),"under no circumstances wnRkf, UZG_BtQOXx and RsWoKOna"
absence_global,G(!( GAyHtWGdx | ujZZPVA | BZfnegCmS )),"at no time either GAyHtWGdx, ujZZPVA or BZfnegCmS"
absence_global,G(!( JNeanWCDcOD | nPLjJPOfPmBsBu | TrfwhwdzTRdRCj )),"it should not happen that either JNeanWCDcOD, nPLjJPOfPmBsBu or TrfwhwdzTRdRCj"
absence_global,G(!( ihxmfhf | UmTdOToiklNHv )),it never happens that ihxmfhf or UmTdOToiklNHv
absence_global,G(!( DuPKlViAsKjC | YVKmBhswG | RGXQBwo )),"never, DuPKlViAsKjC or YVKmBhswG or RGXQBwo"
absence_global,G(!( TCgSN | cXJSWSMQtdODqcp | SquivnRwpNmmv )),"never, TCgSN or cXJSWSMQtdODqcp or SquivnRwpNmmv"
absence_global,G(!( WHHxghguPQS )),"absolutely never, WHHxghguPQS"
absence_global,G(!( aMCBk | lJxWgKmGj )),at no time aMCBk or lJxWgKmGj
absence_global,G(!( noDq_BTvUOLGHfW )),"never, noDq_BTvUOLGHfW"
absence_global,G(!( WT_BN | IOrTSeE | GVd_E )),"it is never the case that either WT_BN, IOrTSeE or GVd_E"
absence_global,G(!( NmcNxgJ )),it never happens that NmcNxgJ
absence_global,G(!( teqav )),under no circumstances teqav
absence_global,G(!( YqtVPCONvmX | MWfeFZiQYAlzPH )),at no time YqtVPCONvmX or MWfeFZiQYAlzPH
absence_global,G(!( HgQsXlgzVsdGIw & ajDxxXotCSOgYxc )),it never happens that HgQsXlgzVsdGIw and ajDxxXotCSOgYxc
absence_global,G(!( LMsEBea )),it is never the case that LMsEBea
absence_global,G(!( TmgtNNVTrWiupLD | tuNNn | eKuUsjrsUiIEoAm )),"it will not happen that either TmgtNNVTrWiupLD, tuNNn or eKuUsjrsUiIEoAm"
absence_global,G(!( RnYRhFXuSwvoQ | emZsELcni | DNRnSAbtmioQv )),"at no time either RnYRhFXuSwvoQ, emZsELcni or DNRnSAbtmioQv"
absence_global,G(!( ORbAmyGsUQUL | ZrQ_MNwlfuuPSbJ )),it will not happen that either ORbAmyGsUQUL or ZrQ_MNwlfuuPSbJ
absence_global,G(!( RxOLabJqgO )),at no time RxOLabJqgO
absence_global,G(!( SrviUFYTTTMHq )),it never happens that SrviUFYTTTMHq
absence_global,G(!( fbyquUEjQELu & dDxrNFJbc_NkNp & bPTDKpo )),"under no circumstances fbyquUEjQELu, dDxrNFJbc_NkNp and bPTDKpo"
absence_global,G(!( gOyIapXnEPuIc )),it never happens that gOyIapXnEPuIc
absence_global,G(!( IeoiAotGwQVGrru )),under no condition IeoiAotGwQVGrru
absence_global,G(!( bBrqaFzNXx )),under no circumstances bBrqaFzNXx
absence_global,G(!( nFFTZdEosFNtcd )),it is never the case that nFFTZdEosFNtcd
absence_global,G(!( vLpfxsKOTbB | duGRFSrIARuj | QleqhkntMAQWBrE )),at no time vLpfxsKOTbB or duGRFSrIARuj or QleqhkntMAQWBrE
absence_global,G(!( HvkDfpglFoZgryD | HGBvlui | pakFnfG )),at no time HvkDfpglFoZgryD or HGBvlui or pakFnfG
absence_global,G(!( JQqahz & c_PDgLjDGVXX )),"never, JQqahz and c_PDgLjDGVXX"
absence_global,G(!( MfjbhS | glgFjDXJuscKqbA )),under no circumstances either MfjbhS or glgFjDXJuscKqbA
absence_global,G(!( ahgcTZy )),under no condition ahgcTZy
absence_global,G(!( irNYzO_BtfwGY | GTvbnmBff | XmLjVBU )),"it is never the case that either irNYzO_BtfwGY, GTvbnmBff or XmLjVBU"
absence_global,G(!( SuHzIjb | kJqvNNZrgpfWGyw )),at no time SuHzIjb or kJqvNNZrgpfWGyw
absence_global,G(!( AWfMYexPAzWHu & YWHkxuufJbNHQtV & WCGQNiUAjqQCarb )),"it is never the case that AWfMYexPAzWHu and, at the same time, YWHkxuufJbNHQtV and WCGQNiUAjqQCarb"
absence_global,G(!( yYCbaiUMvj & irgUSi & DNMMOqylDfZqm )),it will not happen that yYCbaiUMvj and together irgUSi and DNMMOqylDfZqm
absence_global,G(!( HXqnrIzOPsJv )),it is never the case that HXqnrIzOPsJv
absence_global,G(!( xRHgv & viNRg )),it never happens that xRHgv and viNRg
absence_global,G(!( jqRI_rAOnC & gUWLbeqZacBbib & RxnlyQymr )),it never happens that jqRI_rAOnC and together gUWLbeqZacBbib and RxnlyQymr
absence_global,G(!( FPutbN )),under no circumstances FPutbN
absence_global,G(!( _EXLv_cf )),it will not happen that _EXLv_cf
absence_global,G(!( vBXlhnZioeSV | nlrd_eMOXe_qi | sMyOdbcs )),it will not happen that vBXlhnZioeSV or nlrd_eMOXe_qi or sMyOdbcs
absence_global,G(!( jsHxMKDzY & GlocwF )),"never, jsHxMKDzY and GlocwF"
absence_global,G(!( _nS_wswAbtFix | KtXEmceHgRQHLf )),it never happens that either _nS_wswAbtFix or KtXEmceHgRQHLf
absence_global,G(!( HGwOcNd )),under no condition HGwOcNd
absence_global,G(!( khKmYkVz | qRvIMhxH )),at no time either khKmYkVz or qRvIMhxH
absence_global,G(!( kKkxspTeojMmp )),"absolutely never, kKkxspTeojMmp"
absence_global,G(!( oNCJDguavffNDf & ClMvwGCOIXy & jzdCpmox )),"under no condition oNCJDguavffNDf, ClMvwGCOIXy and jzdCpmox"
absence_global,G(!( SYmllCZdVuz | rfSionORp | _ztyQkQQy )),"it is never the case that either SYmllCZdVuz, rfSionORp or _ztyQkQQy"
absence_global,G(!( VNklUJkm | MFssokXsnYo_Vc | UIXURVsBF )),it is never the case that VNklUJkm or MFssokXsnYo_Vc or UIXURVsBF
absence_global,G(!( jXHKRTLEexAW & TBrnBZciu )),at no time both jXHKRTLEexAW and TBrnBZciu
absence_global,G(!( DsQmIwcpFfT & EbAYyMwfmzKRPuU & DXvlxoWqDK )),under no condition DsQmIwcpFfT and together EbAYyMwfmzKRPuU and DXvlxoWqDK
absence_global,G(!( WYLewtdhz & prYmvuDQ )),it never happens that both WYLewtdhz and prYmvuDQ
absence_global,G(!( kIuAxzVKKLY | ZKODx )),it is never the case that kIuAxzVKKLY or ZKODx
absence_global,G(!( yaYSPbqMa & hmATTlMzijKpfbC & icqXnbZKV )),"at no time yaYSPbqMa, hmATTlMzijKpfbC and icqXnbZKV"
absence_global,G(!( hvezPK & UZuwZRoehHKdnbh )),"absolutely never, hvezPK and UZuwZRoehHKdnbh"
absence_global,G(!( JqYlitVAvjSiY )),it never happens that JqYlitVAvjSiY
absence_global,G(!( wLlaRpZkt | dktdTFtCo | NuCwTqmPoqBsnk )),"it will not happen that either wLlaRpZkt, dktdTFtCo or NuCwTqmPoqBsnk"
absence_global,G(!( lSpSHcW & NxDVBSyi )),it should not happen that both lSpSHcW and NxDVBSyi
absence_global,G(!( FLFUFdBxWajP | skPUskhXk | PAkCO )),"it will not happen that either FLFUFdBxWajP, skPUskhXk or PAkCO"
absence_global,G(!( ASDrXHjx | MmaMWQ | Lxrdv_aCr )),it should not happen that ASDrXHjx or MmaMWQ or Lxrdv_aCr
absence_global,G(!( qVfnmTCqjWk | clbsSW )),it should not happen that qVfnmTCqjWk or clbsSW
absence_global,G(!( oayXpPT )),it will not happen that oayXpPT
absence_global,G(!( hNfDc | lrUTGoBvCWi | CGumXTnTE )),"never, hNfDc or lrUTGoBvCWi or CGumXTnTE"
absence_global,G(!( EAmpB & DVsekrLuoJ )),under no condition EAmpB and DVsekrLuoJ
absence_global,G(!( YMcQo | cXdLwsbFDk )),it will not happen that YMcQo or cXdLwsbFDk
absence_global,G(!( KOYZP & GXgIQzVtgQQvf & kgWPM_ )),"never, KOYZP, GXgIQzVtgQQvf and kgWPM_"
absence_global,G(!( PYvuIzXCnytETsu )),it will not happen that PYvuIzXCnytETsu
absence_global,G(!( H_vooit | o_cvQK | zPRDMKrivn )),"it should not happen that either H_vooit, o_cvQK or zPRDMKrivn"
absence_global,G(!( SgpKAHBeXmyL & HFIecVhCVRyuxj & usKHCbSKIEv )),"under no circumstances SgpKAHBeXmyL and, at the same time, HFIecVhCVRyuxj and usKHCbSKIEv"
absence_global,G(!( HYste | SoIUNSdQXBpuP | DaUpMM )),"under no circumstances either HYste, SoIUNSdQXBpuP or DaUpMM"
absence_global,G(!( NNmbM & fXaLqyFpMMh & wAeTXUgP_ )),"absolutely never, NNmbM and together fXaLqyFpMMh and wAeTXUgP_"
absence_global,G(!( mCzvxLMEP | YFnHCr )),at no time mCzvxLMEP or YFnHCr
absence_global,G(!( PFmXCbwT & qilRzX )),"never, PFmXCbwT and qilRzX"
absence_global,G(!( VvDpdVGvGyRTX | ze_ZYjIqQ )),"never, either VvDpdVGvGyRTX or ze_ZYjIqQ"
absence_global,G(!( sIrecq & dNBVFdptSk & QyvNPYnCsvM )),"it should not happen that sIrecq and, at the same time, dNBVFdptSk and QyvNPYnCsvM"
absence_global,G(!( IcBIl_lWCQUka_ | CZUbJ | VdAaNmogTSefu )),"under no circumstances either IcBIl_lWCQUka_, CZUbJ or VdAaNmogTSefu"
absence_global,G(!( XkQmLkvGAm & yHmnohxcWDrCUjp & SOkccvVGinC )),"at no time XkQmLkvGAm and, at the same time, yHmnohxcWDrCUjp and SOkccvVGinC"
absence_global,G(!( rGXsLvc & fA_QafGiVYY & oUYrVRji )),"at no time rGXsLvc, fA_QafGiVYY and oUYrVRji"
absence_global,G(!( jdkJGxBjLL )),under no condition jdkJGxBjLL
absence_global,G(!( JeOMSr_o | iYroy )),at no time JeOMSr_o or iYroy
absence_global,G(!( ykMvkFlfSRi & xwnRKwaknQ )),"absolutely never, both ykMvkFlfSRi and xwnRKwaknQ"
absence_global,G(!( hpJSahhZ & KRmNIPK & epvonMfjh )),"at no time hpJSahhZ and, at the same time, KRmNIPK and epvonMfjh"
absence_global,G(!( UPwVbCzRcwqfPt & mLOcD_cYRfxxTz & _jzjn )),"absolutely never, UPwVbCzRcwqfPt, mLOcD_cYRfxxTz and _jzjn"
absence_global,G(!( KhySGarUlTDbc | olrNQcW | COGgwrnm )),it should not happen that KhySGarUlTDbc or olrNQcW or COGgwrnm
absence_global,G(!( A_aiBxFjKNxK )),under no condition A_aiBxFjKNxK
absence_global,G(!( qlvkzzJk )),it will not happen that qlvkzzJk
absence_global,G(!( Rrcng_SwODe | BXcWKsIsBD )),it will not happen that Rrcng_SwODe or BXcWKsIsBD
absence_global,G(!( RocbXiqZQA_zmql & JWRMSrD )),"never, RocbXiqZQA_zmql and JWRMSrD"
absence_global,G(!( aeJwVSeNZYfdBR & qWyDNbzo )),it should not happen that aeJwVSeNZYfdBR and qWyDNbzo
absence_global,G(!( avLSIGtBPRprI | iSvEULaJ | wyudJtkATv )),at no time avLSIGtBPRprI or iSvEULaJ or wyudJtkATv
absence_global,G(!( khjqhRewwjw & hhMpHeqUh & syTWKuF )),"it is never the case that khjqhRewwjw and, at the same time, hhMpHeqUh and syTWKuF"
absence_global,G(!( WkXKeN )),under no circumstances WkXKeN
absence_global,G(!( NwSdWjF_iPKeoG | JGTClXotLKaQC )),"never, NwSdWjF_iPKeoG or JGTClXotLKaQC"
absence_global,G(!( UNJDBDxzRDB )),"never, UNJDBDxzRDB"
absence_global,G(!( TvJPolEUyHReX & iHjXRMNoGm & wDBcOl )),"under no condition TvJPolEUyHReX, iHjXRMNoGm and wDBcOl"
absence_global,G(!( gvhyABMJ | oMEDnNQNCt )),under no circumstances either gvhyABMJ or oMEDnNQNCt
absence_global,G(!( jvydOESFeANQaC & YzpDCUCNtkxzf & pEjfpuQaxx )),"it should not happen that jvydOESFeANQaC and, at the same time, YzpDCUCNtkxzf and pEjfpuQaxx"
absence_global,G(!( tf_ooF & pjrBSiei & IbcdsRc )),"absolutely never, tf_ooF and together pjrBSiei and IbcdsRc"
absence_global,G(!( TAwcTS & oNwJdsDpUS & WfdjrGNdL_VfaHa )),under no circumstances TAwcTS and together oNwJdsDpUS and WfdjrGNdL_VfaHa
absence_global,G(!( Bqokglpgfxz | bzPGOqzWJSBSf )),it never happens that either Bqokglpgfxz or bzPGOqzWJSBSf
absence_global,G(!( VWJIIGtFMSXz | sMgYSNhFAQZJ | TjKhNGDkw )),it should not happen that VWJIIGtFMSXz or sMgYSNhFAQZJ or TjKhNGDkw
absence_global,G(!( qNOdDbst & xcQkL_ & OoDHtFcPgXPg )),"it is never the case that qNOdDbst and, at the same time, xcQkL_ and OoDHtFcPgXPg"
absence_global,G(!( xHTpMZjpc_hNd | oErIJuawco | DVvHp )),"it is never the case that either xHTpMZjpc_hNd, oErIJuawco or DVvHp"
absence_global,G(!( xSlfVg | cQpnNXUyJNzv )),it will not happen that xSlfVg or cQpnNXUyJNzv
absence_global,G(!( QOUkVX_Je )),"never, QOUkVX_Je"
absence_global,G(!( RTPxiseQVf | ZbmN_sGtvUV | FFR_UfWpQc )),"under no circumstances either RTPxiseQVf, ZbmN_sGtvUV or FFR_UfWpQc"
absence_global,G(!( FWkKrsG )),at no time FWkKrsG
absence_global,G(!( irTBXZfsmG | wsrBIYHmhI | BzSpJZ )),"it never happens that either irTBXZfsmG, wsrBIYHmhI or BzSpJZ"
absence_global,G(!( hSDXrvWyRyi & vpythRuZuu )),under no circumstances hSDXrvWyRyi and vpythRuZuu
absence_global,G(!( yIbKIOVxgAT | StdOHKSXJUQyoN )),it should not happen that either yIbKIOVxgAT or StdOHKSXJUQyoN
absence_global,G(!( NUHsVXLfyAsWny )),it will not happen that NUHsVXLfyAsWny
absence_global,G(!( gsMkTehDdAWbP | iAqLSS )),under no circumstances gsMkTehDdAWbP or iAqLSS
absence_global,G(!( JvLdAzYRkiSYd_ | kBWodDXHBpTuuya | cJZoKmitGfMmew )),under no circumstances JvLdAzYRkiSYd_ or kBWodDXHBpTuuya or cJZoKmitGfMmew
absence_global,G(!( TaBXglrNy | rbnnSnZug | p_SEQDkBThSvS )),under no condition TaBXglrNy or rbnnSnZug or p_SEQDkBThSvS
absence_global,G(!( kjXkoRUwnjBT )),it never happens that kjXkoRUwnjBT
absence_global,G(!( mryqExvPNxPqmr | wQ_Rdsi_cCiwHx | _KqyabKZdChI )),"at no time either mryqExvPNxPqmr, wQ_Rdsi_cCiwHx or _KqyabKZdChI"
absence_global,G(!( glziVJDPSw | _IiiihxfW | gdVqayXR )),"it will not happen that either glziVJDPSw, _IiiihxfW or gdVqayXR"
absence_global,G(!( EyoWNcLiBpfF & sMudMCwy )),"absolutely never, both EyoWNcLiBpfF and sMudMCwy"
absence_global,G(!( YD_ZqBWUEuy_v )),under no circumstances YD_ZqBWUEuy_v
absence_global,G(!( VdDvZX & PRyMWjMRdwyEC )),"absolutely never, both VdDvZX and PRyMWjMRdwyEC"
absence_global,G(!( SEHeZTkwj & KN_oPFzqLTN & dmzFWdCToTTIX )),"never, SEHeZTkwj, KN_oPFzqLTN and dmzFWdCToTTIX"
absence_global,G(!( YDjlFWUxnJvHeEP )),at no time YDjlFWUxnJvHeEP
absence_global,G(!( RHXFTyLbVQgMaV & HMQEeIvgxGL )),under no circumstances RHXFTyLbVQgMaV and HMQEeIvgxGL
absence_global,G(!( _GiFGMUyYOsNHMZ & ciUmV & itabEDBfUUt )),"under no condition _GiFGMUyYOsNHMZ and, at the same time, ciUmV and itabEDBfUUt"
absence_global,G(!( _kkvsupiMHZ & HwVJOlCepd & oooMyiwPWbsm )),"it should not happen that _kkvsupiMHZ and, at the same time, HwVJOlCepd and oooMyiwPWbsm"
absence_global,G(!( OcIgl & yOYvsZXqyOn & KTjtlOh )),under no condition OcIgl and together yOYvsZXqyOn and KTjtlOh
absence_global,G(!( oIzlNhEsFOrQnc | jeDyIfqn | NLYKHcncJyN )),"it is never the case that either oIzlNhEsFOrQnc, jeDyIfqn or NLYKHcncJyN"
absence_global,G(!( QSKSUWrHV )),under no condition QSKSUWrHV
absence_global,G(!( twqoLX | ydLslAh )),it will not happen that twqoLX or ydLslAh
absence_global,G(!( bKNpApLG | UGmGRwfUDBCcSh | hxCxkv_cL )),"it should not happen that either bKNpApLG, UGmGRwfUDBCcSh or hxCxkv_cL"
absence_global,G(!( eHkzkUwwNccWP & JIcgupTjLt )),it should not happen that both eHkzkUwwNccWP and JIcgupTjLt
absence_global,G(!( YmMFTvySw | FVmhWMNLr )),at no time YmMFTvySw or FVmhWMNLr
absence_global,G(!( IJhTlqcFQJ )),"never, IJhTlqcFQJ"
absence_global,G(!( bqaJcMeH_nPdC )),it is never the case that bqaJcMeH_nPdC
absence_global,G(!( IbOGbRD & gREcGrmQfiMzGus & KkdexG_ )),"under no circumstances IbOGbRD, gREcGrmQfiMzGus and KkdexG_"
absence_global,G(!( KSxVGnVMeLECd & KbEVAOBqULd )),it is never the case that KSxVGnVMeLECd and KbEVAOBqULd
absence_global,G(!( FBSa_p & irylrscsWASNhjD & LxzsPDRaylXK )),"it will not happen that FBSa_p, irylrscsWASNhjD and LxzsPDRaylXK"
absence_global,G(!( ZaowKnviqmCcOL )),at no time ZaowKnviqmCcOL
absence_global,G(!( EBFymeYZqy & zQXQCj )),it will not happen that EBFymeYZqy and zQXQCj
absence_global,G(!( qzNlsP_zKGI & rMEJL )),it never happens that qzNlsP_zKGI and rMEJL
absence_global,G(!( cUTiKa & eDOIhxwvUK & nSawmSTn )),"never, cUTiKa and, at the same time, eDOIhxwvUK and nSawmSTn"
absence_global,G(!( mEzLcfyuc | qWTiE_avuu )),it never happens that either mEzLcfyuc or qWTiE_avuu
absence_global,G(!( GLPbWLw )),it will not happen that GLPbWLw
absence_global,G(!( PFoiLpJhDbGrL & VAWQwHlg_ & tfNfuDAVFYL )),"never, PFoiLpJhDbGrL and together VAWQwHlg_ and tfNfuDAVFYL"
absence_global,G(!( OE_sGIampKTesQL & XvGjaQwXi )),it will not happen that OE_sGIampKTesQL and XvGjaQwXi
absence_global,G(!( YuHhuv )),at no time YuHhuv
absence_global,G(!( yQyjyrQhvAQX )),it will not happen that yQyjyrQhvAQX
absence_global,G(!( UBlE_qJwh_sWrE )),"never, UBlE_qJwh_sWrE"
absence_global,G(!( PktYK_boVLEDCU & slxnTkRvnsu )),at no time both PktYK_boVLEDCU and slxnTkRvnsu
absence_global,G(!( vOZuxXDig & oHdruxXakswMjoF )),under no circumstances vOZuxXDig and oHdruxXakswMjoF
absence_global,G(!( bnnOOhMUsY | rBAfZsEXw_qNH )),under no circumstances bnnOOhMUsY or rBAfZsEXw_qNH
absence_global,G(!( utUNPHOZ & AkYRNvrhJZ )),it never happens that both utUNPHOZ and AkYRNvrhJZ
absence_global,G(!( jIhVGoUDCy )),it should not happen that jIhVGoUDCy
absence_global,G(!( xWuvfqUXP )),it is never the case that xWuvfqUXP
absence_global,G(!( vOGYPoRvrcW & jKGUoqR )),"absolutely never, both vOGYPoRvrcW and jKGUoqR"
absence_global,G(!( WiHNuIVOyOHNwL_ )),under no circumstances WiHNuIVOyOHNwL_
absence_global,G(!( IDBE_tIUUb & ElUKaoeQF_k & aEiMMl_A_ )),"under no circumstances IDBE_tIUUb, ElUKaoeQF_k and aEiMMl_A_"
absence_global,G(!( lXcGs | bLsesjieJOgABW | alvAaAQ )),it never happens that lXcGs or bLsesjieJOgABW or alvAaAQ
absence_global,G(!( PaIexePZSRxGDAH )),under no circumstances PaIexePZSRxGDAH
absence_global,G(!( qJsBAWjFuJphVl & ordmz & Tvg_dCk )),"at no time qJsBAWjFuJphVl and, at the same time, ordmz and Tvg_dCk"
absence_global,G(!( uDbjdPbAv )),it never happens that uDbjdPbAv
absence_global,G(!( ctXkj_O & iQDuX )),it is never the case that ctXkj_O and iQDuX
absence_global,G(!( xIASmyPrprBevJ | gCdRkTVlVByfBMS )),under no condition xIASmyPrprBevJ or gCdRkTVlVByfBMS
absence_global,G(!( dujqk )),it is never the case that dujqk
absence_global,G(!( AwjlIzoXcBHH & tsgCaUZ & ImYuZiKEjFl )),"it will not happen that AwjlIzoXcBHH, tsgCaUZ and ImYuZiKEjFl"
absence_global,G(!( CxUwsNCUvvcw | HxfXZwLmIxoQeq | xSOJT )),"it should not happen that either CxUwsNCUvvcw, HxfXZwLmIxoQeq or xSOJT"
absence_global,G(!( sXlBYzlJVQq & IdlURFgIfaf )),at no time both sXlBYzlJVQq and IdlURFgIfaf
absence_global,G(!( LGxXwtvhzPK )),"absolutely never, LGxXwtvhzPK"
absence_global,G(!( sSyUVX )),it will not happen that sSyUVX
absence_global,G(!( IhFrlDLiUhCmT )),under no circumstances IhFrlDLiUhCmT
absence_global,G(!( ZGimvah_g | TgR_VqWcYQBC | IddOyiFuaV )),"never, either ZGimvah_g, TgR_VqWcYQBC or IddOyiFuaV"
absence_global,G(!( OFBzJxDTPj & GUomKVrRKJPm & JTcAZpxknBGvK_ )),it never happens that OFBzJxDTPj and together GUomKVrRKJPm and JTcAZpxknBGvK_
absence_global,G(!( zgvLKb | CtCSuIgq )),"absolutely never, zgvLKb or CtCSuIgq"
absence_global,G(!( kgstfsBLuVMQdfZ & QqqHw & zzWVRf )),"under no condition kgstfsBLuVMQdfZ, QqqHw and zzWVRf"
absence_global,G(!( lZoLOl )),under no condition lZoLOl
absence_global,G(!( KBaqQnB )),"absolutely never, KBaqQnB"
absence_global,G(!( weDUOYNvhJaHZu )),it should not happen that weDUOYNvhJaHZu
absence_global,G(!( g_cfmHaDsgTyh )),it never happens that g_cfmHaDsgTyh
absence_global,G(!( QopWjW & DOUGfwP )),under no condition QopWjW and DOUGfwP
absence_global,G(!( FgNHtsrU | TqPEyDTeYPFOfSU )),at no time either FgNHtsrU or TqPEyDTeYPFOfSU
absence_global,G(!( ehZkyptp )),under no condition ehZkyptp
absence_global,G(!( ulPPGAfxmiMZ )),"absolutely never, ulPPGAfxmiMZ"
absence_global,G(!( _ZZbFM | VSS_hBClGe | VZurS )),"it is never the case that either _ZZbFM, VSS_hBClGe or VZurS"
absence_global,G(!( sIkPBw | EzjtREiGOp )),"absolutely never, sIkPBw or EzjtREiGOp"
absence_global,G(!( iTBEpM | HbegdVZAJSSm | uZNSbsFKBCnQ )),"it never happens that either iTBEpM, HbegdVZAJSSm or uZNSbsFKBCnQ"
absence_global,G(!( fvlpeFZ )),it never happens that fvlpeFZ
absence_global,G(!( jREOheBz & UknaRd )),under no condition jREOheBz and UknaRd
absence_global,G(!( VNSghEtqxB | BqNmdHg )),it should not happen that VNSghEtqxB or BqNmdHg
absence_global,G(!( RHILPb_DDC_gTH & kUOvz & NtuUWtrHFYuCzd )),"it never happens that RHILPb_DDC_gTH, kUOvz and NtuUWtrHFYuCzd"
absence_global,G(!( xxwuCHxIAErqUN )),it should not happen that xxwuCHxIAErqUN
absence_global,G(!( wdLAQ & MUQWNB_MxnKE & wXdZblGih )),"it is never the case that wdLAQ, MUQWNB_MxnKE and wXdZblGih"
absence_global,G(!( FvkeArRygsfCm & XqPeBVs & EZXymvwTtNt )),"it is never the case that FvkeArRygsfCm and, at the same time, XqPeBVs and EZXymvwTtNt"
absence_global,G(!( nJhmxn & uDnUFQHfYIk )),it will not happen that both nJhmxn and uDnUFQHfYIk
absence_global,G(!( sGZQsWLtc | aKEhkAiH )),it should not happen that either sGZQsWLtc or aKEhkAiH
absence_global,G(!( WtpXVVGI & rUjIVaFaKd )),"never, WtpXVVGI and rUjIVaFaKd"
absence_global,G(!( kVjgf & yYAQqLNow_ & eyIfEgT )),"never, kVjgf, yYAQqLNow_ and eyIfEgT"
absence_global,G(!( CpUAjFlZqN & XRSuhNMQwrKzCx & dRNTfeMOnDU )),"at no time CpUAjFlZqN, XRSuhNMQwrKzCx and dRNTfeMOnDU"
absence_global,G(!( XNjkz )),under no circumstances XNjkz
absence_global,G(!( jZhbMMb & hAtAedkO )),at no time both jZhbMMb and hAtAedkO
absence_global,G(!( lkrlHougJHGSN & ugZ_WMAzxi_CPRO & se_ohNm )),"never, lkrlHougJHGSN and together ugZ_WMAzxi_CPRO and se_ohNm"
absence_global,G(!( AhZLmFrPQoG & oIwDPHJzJoxxSaw & PQMdag )),"it is never the case that AhZLmFrPQoG, oIwDPHJzJoxxSaw and PQMdag"
absence_global,G(!( UBcWYiOXxFpDI & lsgao_BXV & loeuVwV )),"absolutely never, UBcWYiOXxFpDI, lsgao_BXV and loeuVwV"
absence_global,G(!( IHJTIhQNKJEp )),it should not happen that IHJTIhQNKJEp
absence_global,G(!( GFmCIgmGVvK & xknxPaKM & wupmGglRMMn )),"under no circumstances GFmCIgmGVvK, xknxPaKM and wupmGglRMMn"
absence_global,G(!( pnheblCiJjwGY )),"never, pnheblCiJjwGY"
absence_global,G(!( IsbNyJQoMr )),under no condition IsbNyJQoMr
absence_global,G(!( INtgUW | bWcvcgAG | fBMHBquxVtR )),it will not happen that INtgUW or bWcvcgAG or fBMHBquxVtR
absence_global,G(!( EBsSIfrJehBmzy )),it should not happen that EBsSIfrJehBmzy
absence_global,G(!( pRryrqnKDkMi | bVTbD )),it will not happen that pRryrqnKDkMi or bVTbD
absence_global,G(!( czANArAC & _tqZIhr_rc )),"absolutely never, both czANArAC and _tqZIhr_rc"
